IsCanceled,LeadTime,StaysInWeekendNights,StaysInWeekNights,Adults,Meal,MarketSegment,DistributionChannel,IsRepeatedGuest,BookingChanges,DepositType,CustomerType,ADR,TotalOfSpecialRequests,Minors,CancelRate,WasInWaitingList,Season
0,1,0,2,2,BB       ,Direct,Direct,0,1,No Deposit     ,Transient,113.11,2,0,0.0,0,spring
0,53,2,5,2,HB       ,Direct,Direct,0,0,No Deposit     ,Transient,173.36,0,1,0.0,0,spring
0,10,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,3,0,0.0,0,spring
0,64,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,0,0,1,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,98.38,0,0,0.0,0,spring
0,56,0,3,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,276,2,5,2,BB       ,Online TA,TA/TO,0,2,No Deposit     ,Transient,59.59,1,0,0.0,0,spring
0,48,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,2,0,0.0,0,spring
0,84,0,1,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,92.41,0,0,0.0,0,spring
0,90,1,3,1,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,82.61,0,0,0.0,0,spring
0,166,1,3,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,92.41,1,0,0.0,0,spring
0,166,1,3,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,92.41,1,0,0.0,0,spring
0,50,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,0,0,0.0,0,spring
0,70,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,87,2,3,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,0,0,0.0,0,spring
0,53,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,49,1,2,2,BB       ,Direct,Direct,1,0,No Deposit     ,Transient,120.61,0,0,0.0,0,spring
0,23,0,3,2,BB       ,Direct,Direct,1,0,No Deposit     ,Transient,144.20,2,0,0.0,0,summer
0,62,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,1,0,0.0,0,spring
0,62,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,1,0,0.0,0,spring
0,24,0,1,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,92.41,0,0,0.0,0,spring
0,32,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,31,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,150.99,2,2,0.0,0,spring
0,39,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,0,0,0.0,0,spring
0,38,2,4,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,59.59,2,0,0.0,0,spring
0,198,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,108.70,0,0,0.0,0,spring
0,198,0,3,2,BB       ,Online TA,TA/TO,0,2,No Deposit     ,Transient-Party,108.70,1,1,0.0,0,spring
0,0,0,3,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,108.22,1,0,0.0,0,spring
0,44,0,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,53,0,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,3,0,0.0,0,spring
0,82,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,1,0,0.0,0,spring
0,21,0,2,3,BB       ,Direct,Direct,0,2,No Deposit     ,Transient,181.19,1,0,0.0,0,spring
0,71,0,1,1,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,2,0,0.0,0,spring
0,26,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,1,0,0.0,0,spring
0,88,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,97.46,1,0,0.0,0,spring
0,44,0,2,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,108.22,0,0,0.0,0,spring
0,10,2,3,1,HB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,82.61,0,0,0.0,0,spring
0,68,0,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,2,0,0.0,0,spring
0,28,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,150.99,0,2,0.0,0,spring
0,0,0,1,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,130.47,0,0,0.0,0,spring
0,72,1,2,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,130.47,0,0,0.0,0,spring
0,4,0,1,1,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,108.22,0,0,0.0,0,spring
0,49,2,5,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,73.29,1,0,0.0,0,spring
0,108,1,4,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,92.41,0,0,0.0,0,spring
0,28,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,5,2,5,2,HB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,73.29,0,0,0.0,0,spring
0,36,0,4,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,164.67,2,2,0.0,0,spring
0,72,2,5,1,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,48,1,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,351,2,5,2,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,351,2,5,2,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,59,1,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,351,2,5,2,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,351,2,5,2,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient,73.29,0,0,0.0,0,spring
0,351,2,5,1,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,351,2,5,1,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,72,2,5,1,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,72,2,5,1,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,351,2,5,2,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,351,2,5,2,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,72,2,5,1,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,351,2,5,1,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,351,2,5,1,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,46,2,5,2,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,59.59,0,0,0.0,0,spring
0,351,2,5,2,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,351,2,5,2,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,17,0,3,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,181.19,0,2,0.0,0,spring
0,351,2,5,2,HB       ,Groups,TA/TO,0,0,No Deposit     ,Transient-Party,73.29,0,0,0.0,0,spring
0,42,0,3,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient-Party,82.61,0,1,0.0,0,spring
0,42,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,82.61,0,0,0.0,0,spring
0,23,0,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,142,2,4,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,2,0,0.0,0,spring
0,142,2,4,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,2,0,0.0,0,spring
0,49,0,2,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,174.47,0,2,0.0,0,spring
0,61,0,4,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,2,0,0.0,0,spring
0,44,2,5,2,BB       ,Direct,Direct,0,1,No Deposit     ,Transient,151.18,3,2,0.0,0,spring
0,74,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,82.61,2,0,0.0,0,spring
0,74,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,82.61,2,0,0.0,0,spring
0,7,1,4,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,82.61,0,0,0.0,0,spring
0,31,0,2,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,150.99,2,0,0.0,0,spring
0,34,2,5,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,119.78,3,2,0.0,0,spring
0,74,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,82.61,2,0,0.0,0,spring
0,85,2,5,2,HB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,108.70,0,0,0.0,0,spring
0,96,2,5,1,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,82.61,0,0,0.0,0,spring
0,22,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,66,0,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,153,0,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,2,0,0.0,0,spring
0,77,0,5,2,HB       ,Direct,Direct,0,0,No Deposit     ,Transient,113.11,3,1,0.0,0,spring
0,67,0,1,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,92.41,0,0,0.0,0,spring
0,23,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,116,0,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,2,0,0.0,0,spring
0,18,0,2,3,BB       ,Offline TA/TO,TA/TO,0,2,No Deposit     ,Transient,92.41,0,0,0.0,0,spring
0,153,0,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,2,0,0.0,0,spring
0,17,0,3,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,82.61,2,0,0.0,0,spring
0,41,0,3,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,2,0,0.0,0,spring
0,34,2,5,2,HB       ,Groups,TA/TO,0,0,No Deposit     ,Contract,82.61,0,0,0.0,0,spring
0,157,0,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,2,0,0.0,0,spring
0,80,0,2,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,37,0,3,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,150.99,2,3,0.0,0,spring
0,31,0,3,1,HB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient-Party,82.61,2,0,0.0,0,spring
0,28,0,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,150.99,2,2,0.0,0,spring
0,134,0,3,2,HB       ,Offline TA/TO,TA/TO,0,2,No Deposit     ,Transient-Party,92.41,1,0,0.0,0,spring
0,40,2,5,2,HB       ,Groups,TA/TO,0,1,No Deposit     ,Contract,82.61,0,0,0.0,0,spring
0,16,0,3,3,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,166.71,0,1,0.0,0,spring
0,52,0,3,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,150.99,1,1,0.0,0,spring
0,5,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,11,0,5,2,HB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,92.41,1,0,0.0,0,spring
0,124,2,5,2,HB       ,Groups,TA/TO,0,1,No Deposit     ,Contract,82.61,0,0,0.0,0,spring
0,36,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,89,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,108.70,2,0,0.0,0,spring
0,89,0,2,3,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient-Party,108.70,3,0,0.0,0,spring
0,73,0,3,2,HB       ,Direct,Direct,0,0,No Deposit     ,Transient,98.38,0,0,0.0,0,spring
0,10,0,5,3,Undefined,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,92.41,0,0,0.0,0,spring
0,65,0,3,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,2,0,0.0,0,spring
0,124,2,5,2,HB       ,Groups,TA/TO,0,1,No Deposit     ,Contract,82.61,0,0,0.0,0,spring
0,124,2,5,1,HB       ,Groups,TA/TO,0,3,No Deposit     ,Contract,82.61,0,0,0.0,0,spring
0,124,2,5,2,HB       ,Groups,TA/TO,0,1,No Deposit     ,Contract,82.61,0,0,0.0,0,spring
0,39,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,6,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,67,0,3,2,BB       ,Online TA,TA/TO,0,3,No Deposit     ,Transient,150.99,1,2,0.0,0,spring
0,156,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,82.61,2,0,0.0,0,spring
0,34,0,3,3,HB       ,Online TA,TA/TO,0,3,No Deposit     ,Transient,150.99,2,1,0.0,0,spring
0,156,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,82.61,2,0,0.0,0,spring
0,52,1,3,2,HB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,82.61,2,0,0.0,0,spring
0,88,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,0,0,0.0,0,spring
0,58,1,4,2,HB       ,Direct,Direct,0,3,No Deposit     ,Transient,130.47,0,0,0.0,0,spring
0,92,1,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,2,0,0.0,0,spring
0,237,1,3,2,HB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,92.41,0,0,0.0,0,spring
0,267,3,6,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient-Party,52.63,0,0,0.0,0,spring
0,267,3,6,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient-Party,52.63,0,0,0.0,0,spring
0,77,1,3,2,HB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient-Party,82.61,3,1,0.0,0,spring
0,77,1,3,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,82.61,2,0,0.0,0,spring
0,41,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,1,0,0.0,0,spring
0,222,3,6,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,59.59,0,0,0.0,0,spring
0,87,1,0,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,76.48,0,0,0.0,0,spring
0,13,1,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,8,1,4,2,HB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,174.47,1,0,0.0,0,spring
0,32,1,2,1,BB       ,Direct,Direct,0,1,No Deposit     ,Transient-Party,113.11,2,0,0.0,0,spring
0,42,1,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,1,0,0.0,0,spring
0,4,1,2,2,HB       ,Offline TA/TO,TA/TO,0,3,No Deposit     ,Transient-Party,108.70,0,0,0.0,0,spring
0,4,1,2,2,HB       ,Offline TA/TO,TA/TO,0,3,No Deposit     ,Transient-Party,108.70,0,0,0.0,0,spring
0,18,1,4,2,BB       ,Direct,Direct,0,2,No Deposit     ,Transient,98.38,0,0,0.0,0,spring
0,2,1,1,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,98.38,0,0,0.0,0,spring
0,0,0,1,1,BB       ,Direct,Direct,1,0,No Deposit     ,Transient,88.97,0,0,0.0,0,spring
0,76,2,5,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,92.41,2,0,0.0,0,spring
0,3,1,1,2,SC       ,Offline TA/TO,TA/TO,0,1,No Deposit     ,Transient,82.61,0,0,0.0,0,spring
0,18,2,5,2,HB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,92.41,0,0,0.0,0,spring
0,1,1,4,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,113.11,0,0,0.0,0,spring
0,32,1,2,2,Undefined,Direct,Direct,0,0,No Deposit     ,Transient,164.67,0,0,0.0,0,spring
0,30,1,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,0,0,0.0,0,spring
0,4,1,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,2,0,0.0,0,spring
0,15,1,2,3,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,166.71,0,1,0.0,0,spring
0,34,1,3,2,HB       ,Direct,Direct,0,1,No Deposit     ,Transient,130.47,0,0,0.0,0,spring
0,12,1,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,1,0,0.0,0,spring
0,38,1,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,65,1,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,108.70,2,0,0.0,0,spring
0,65,1,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,92.41,2,0,0.0,0,spring
0,10,1,1,1,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,150.99,1,1,0.0,0,spring
0,10,1,1,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,150.99,1,0,0.0,0,spring
0,0,1,0,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,131.00,0,2,0.0,0,spring
0,110,1,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,2,0,0.0,0,spring
0,68,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,72,1,2,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,108.22,2,0,0.0,0,spring
0,6,1,2,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,164.67,1,2,0.0,0,spring
0,86,1,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,1,0,0.0,0,spring
0,4,1,0,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,73.21,0,0,0.0,0,spring
0,108,1,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,1,0,0.0,0,spring
0,72,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,1,0,0.0,0,spring
0,17,1,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,7,1,0,1,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,73.21,0,0,0.0,0,spring
0,9,0,1,1,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,73.21,0,0,0.0,0,spring
0,73,2,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,0,1,0.0,0,spring
0,73,2,1,1,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,0,1,0.0,0,spring
0,73,2,1,1,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,0,1,0.0,0,spring
0,156,2,5,2,Undefined,Direct,Direct,0,1,No Deposit     ,Transient,98.38,2,0,0.0,0,spring
0,156,2,5,3,Undefined,Direct,Direct,0,3,No Deposit     ,Transient,98.38,1,0,0.0,0,spring
0,84,2,3,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,82.61,0,0,0.0,0,spring
0,32,2,0,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,73.21,0,0,0.0,0,spring
0,4,1,0,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,85.78,0,0,0.0,0,spring
0,7,1,0,1,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,72.47,0,0,0.0,0,spring
0,67,4,6,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,59.59,1,0,0.0,0,spring
0,67,4,6,3,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,59.59,1,0,0.0,0,spring
0,28,2,0,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,102.91,1,0,0.0,0,spring
0,28,2,0,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,102.91,1,0,0.0,0,spring
0,7,1,0,1,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,72.47,0,0,0.0,0,spring
0,17,2,5,2,HB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,82.61,0,0,0.0,0,spring
0,17,2,5,2,HB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Contract,82.61,0,0,0.0,0,spring
0,88,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,14,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,2,0,0.0,0,spring
0,2,0,2,2,BB       ,Direct,TA/TO,0,1,No Deposit     ,Transient,102.91,2,0,0.0,0,spring
0,28,2,5,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,174.47,1,2,0.0,0,spring
0,7,1,0,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,72.47,1,0,0.0,0,spring
0,212,2,1,2,BB       ,Online TA,TA/TO,0,4,No Deposit     ,Transient,108.70,2,0,0.0,0,spring
0,67,1,0,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,76.48,2,0,0.0,0,spring
0,0,0,1,2,BB       ,Direct,TA/TO,1,0,No Deposit     ,Transient,76.48,2,0,0.0,0,spring
0,61,1,0,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,72.47,1,0,0.0,0,spring
0,0,0,1,2,BB       ,Direct,TA/TO,1,0,No Deposit     ,Transient,72.47,1,0,0.0,0,spring
0,69,2,2,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,0,0,0.0,0,spring
0,180,1,0,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,76.48,0,0,0.0,0,spring
0,198,2,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,1,0,0.0,0,spring
0,0,1,0,2,BB       ,Corporate,Corporate,0,0,No Deposit     ,Transient,64.71,0,1,0.0,0,spring
0,75,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,0,1,0,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,73.21,0,0,0.0,0,spring
0,172,2,3,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,130.47,0,0,0.0,0,spring
0,85,2,5,2,HB       ,Direct,Direct,0,1,No Deposit     ,Transient-Party,130.47,1,0,0.0,0,spring
0,85,2,5,2,HB       ,Direct,Direct,0,3,No Deposit     ,Transient-Party,130.47,1,0,0.0,0,spring
0,11,2,0,2,HB       ,Direct,Direct,0,1,No Deposit     ,Transient,73.21,1,0,0.0,0,spring
0,0,1,0,2,BB       ,Direct,Direct,0,1,No Deposit     ,Transient,90.88,0,0,0.0,0,spring
0,3,1,0,1,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,102.91,0,0,0.0,0,spring
0,216,4,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,108.70,2,0,0.0,0,spring
0,216,4,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,108.70,2,0,0.0,0,spring
0,22,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,2,0,0.0,0,spring
0,67,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,2,0,0.0,0,spring
0,0,1,0,1,BB       ,Direct,Direct,0,1,No Deposit     ,Transient,73.21,0,0,0.0,0,spring
0,86,2,2,2,HB       ,Direct,Direct,0,1,No Deposit     ,Transient,130.47,1,0,0.0,0,spring
0,89,2,5,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,1,0,0.0,0,spring
0,164,2,5,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,108.70,3,0,0.0,0,spring
0,171,2,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,1,0,0.0,0,spring
0,9,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,92.41,1,0,0.0,0,spring
0,73,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,82.61,1,0,0.0,0,spring
0,76,2,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,72.47,0,0,0.0,0,spring
0,80,2,4,2,HB       ,Direct,Direct,0,1,No Deposit     ,Transient,181.19,0,1,0.0,0,spring
0,63,2,5,2,BB       ,Direct,Direct,0,1,No Deposit     ,Transient,113.11,2,1,0.0,0,spring
0,7,0,1,1,BB       ,Corporate,Corporate,0,0,No Deposit     ,Transient-Party,64.71,0,0,0.0,0,spring
0,126,1,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,76.48,1,0,0.0,0,spring
0,126,1,1,1,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient-Party,76.48,1,0,0.0,0,spring
0,12,0,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,102.91,0,0,0.0,0,spring
0,5,0,1,1,BB       ,Complementary,TA/TO,0,1,No Deposit     ,Transient,46.70,2,0,0.0,0,spring
0,12,0,1,1,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,102.91,0,0,0.0,0,spring
0,126,1,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,76.48,1,0,0.0,0,spring
0,27,2,3,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,98.38,1,0,0.0,0,spring
0,5,0,1,1,BB       ,Complementary,TA/TO,0,0,No Deposit     ,Transient,76.48,2,0,0.0,0,spring
0,5,0,1,1,BB       ,Complementary,TA/TO,0,0,No Deposit     ,Transient,76.48,2,0,0.0,0,spring
